,5,10,20,50,100
2000-05-03,31920.000000000022,65020.000000000015,9320.000000000013,-25679.999999999985,0.0
2000-05-04,30120.00000000004,63220.00000000003,7520.00000000003,-27479.999999999967,0.0
2000-05-05,25800.000000000004,58899.99999999999,3199.9999999999945,-31800.000000000004,0.0
2000-05-08,15840.000000000024,48940.000000000015,-6759.999999999985,-41759.999999999985,0.0
2000-05-09,8040.000000000041,41140.00000000003,-14559.999999999967,-49559.99999999997,0.0
2000-05-10,12240.000000000015,45340.0,-10359.999999999993,-45360.0,0.0
2000-05-11,1560.0000000000073,34659.99999999999,-21040.0,-56040.00000000001,0.0
2000-05-12,-3839.9999999999845,29260.0,-26439.999999999993,-61440.0,0.0
2000-05-15,-7919.999999999983,25180.0,-30519.999999999993,-65520.0,0.0
2000-05-16,-6959.999999999961,26140.000000000022,-29559.99999999997,-64559.99999999998,0.0
2000-05-17,-4439.999999999993,28659.99999999999,-27040.000000000004,-62040.00000000001,0.0
2000-05-18,-4659.999999999993,28439.99999999999,-27260.000000000004,-62160.00000000001,0.0
2000-05-19,-7159.999999999993,25939.99999999999,-29760.000000000004,-62160.00000000001,0.0
2000-05-22,-18059.999999999993,15039.99999999999,-40660.0,-62160.00000000001,0.0
2000-05-23,-18459.999999999985,14640.0,-41059.99999999999,-62160.00000000001,0.0
2000-05-24,-9460.0,23639.999999999985,-32060.000000000007,-62160.00000000001,0.0
2000-05-25,-4960.000000000007,28139.999999999978,-27560.000000000015,-62160.00000000001,0.0
2000-05-26,-10559.999999999995,22539.999999999993,-33160.0,-62160.00000000001,0.0
2000-05-30,-7159.999999999996,25939.999999999993,-29760.0,-62160.00000000001,0.0
2000-05-31,-17059.999999999978,16040.00000000001,-39659.999999999985,-62160.00000000001,0.0
2000-06-01,-8160.000000000007,24939.999999999978,-30760.000000000015,-62160.00000000001,0.0
2000-06-02,-6859.999999999982,26240.000000000004,-29459.99999999999,-62160.00000000001,0.0
2000-06-05,-12059.999999999978,21040.000000000007,-34659.999999999985,-62160.00000000001,0.0
2000-06-06,-11560.000000000007,21539.999999999978,-34160.000000000015,-62160.00000000001,0.0
2000-06-07,-8459.999999999985,24640.0,-31059.999999999993,-62160.00000000001,0.0
2000-06-08,-10460.000000000015,22639.99999999997,-33060.00000000002,-62160.00000000001,0.0
2000-06-09,-8659.999999999982,24440.000000000004,-31259.99999999999,-62160.00000000001,0.0
2000-06-12,3040.0,36139.999999999985,-19560.000000000007,-62160.00000000001,0.0
2000-06-13,10739.999999999996,43839.99999999998,-11860.000000000011,-62160.00000000001,0.0
2000-06-14,10440.00000000002,43540.0,-12159.999999999987,-62160.00000000001,0.0
2000-06-15,8239.999999999996,41339.99999999998,-14360.000000000011,-62160.00000000001,0.0
2000-06-16,8039.999999999996,41239.99999999998,-14460.000000000011,-62190.00000000001,0.0
2000-06-19,11539.999999999975,41239.99999999998,-14460.000000000011,-63240.0,0.0
2000-06-20,3340.0000000000073,41239.99999999998,-14460.000000000011,-60780.00000000001,0.0
2000-06-21,-759.9999999999945,41239.99999999998,-14460.000000000011,-59550.00000000001,0.0
2000-06-22,-8460.000000000025,41239.99999999998,-14460.000000000011,-57240.0,0.0
2000-06-23,-10260.000000000022,41239.99999999998,-14460.000000000011,-56700.0,0.0
2000-06-26,-5860.000000000009,41239.99999999998,-14460.000000000011,-58020.00000000001,0.0
2000-06-27,-10559.999999999998,41239.99999999998,-14460.000000000011,-56610.00000000001,0.0
2000-06-28,-8259.999999999995,41239.99999999998,-14460.000000000011,-57300.00000000001,0.0
2000-06-29,-14260.00000000001,41239.99999999998,-14460.000000000011,-55500.0,0.0
2000-06-30,-13060.0,41239.99999999998,-14460.000000000011,-55860.0,0.0
2000-07-05,2239.9999999999764,41239.99999999998,-14460.000000000011,-60449.99999999999,0.0
2000-07-06,7839.999999999999,41239.99999999998,-14460.000000000011,-62130.0,0.0
2000-07-07,6439.999999999994,41239.99999999998,-14460.000000000011,-61710.0,0.0
2000-07-10,9940.000000000007,41239.99999999998,-14460.000000000011,-62760.00000000001,0.0
2000-07-11,7640.000000000004,41239.99999999998,-14460.000000000011,-62070.00000000001,0.0
2000-07-12,1839.9999999999854,41239.99999999998,-14460.000000000011,-60330.0,0.0
2000-07-13,-5860.00000000001,41239.99999999998,-14460.000000000011,-58020.0,0.0
2000-07-14,-6060.0000000000055,41239.99999999998,-14460.000000000011,-57960.0,0.0
2000-07-17,639.9999999999764,41239.99999999998,-14460.000000000011,-59969.99999999999,0.0
2000-07-18,569.9999999999764,41139.99999999998,-14560.000000000011,-59999.99999999999,0.0
2000-07-19,1079.999999999971,42839.999999999956,-12860.00000000003,-59999.99999999999,0.0
2000-07-20,2429.9999999999795,47339.999999999985,-8360.0,-59999.99999999999,0.0
2000-07-21,5279.999999999977,56839.99999999998,1139.9999999999927,-59999.99999999999,0.0
2000-07-24,6959.999999999974,62439.99999999996,6739.99999999998,-59999.99999999999,0.0
2000-07-25,7169.9999999999745,63139.99999999996,7439.999999999983,-59999.99999999999,0.0
2000-07-26,7469.999999999979,64139.99999999998,8439.999999999996,-59999.99999999999,0.0
2000-07-27,6959.999999999974,62439.99999999996,6739.999999999979,-59999.99999999999,0.0
2000-07-28,6629.999999999975,61339.99999999997,5639.9999999999845,-59999.99999999999,0.0
2000-07-31,8429.99999999998,67339.99999999999,11640.0,-59999.99999999999,0.0
2000-08-01,7619.999999999981,64639.99999999999,8940.000000000004,-59999.99999999999,0.0
2000-08-02,6449.999999999979,60739.999999999985,5039.999999999998,-59999.99999999999,0.0
2000-08-03,5399.9999999999745,57239.99999999997,1539.999999999984,-59999.99999999999,0.0
2000-08-04,2279.9999999999773,46839.99999999998,-8860.000000000007,-59999.99999999999,0.0
2000-08-07,4409.99999999998,53939.999999999985,-1759.999999999999,-59999.99999999999,0.0
2000-08-08,3749.9999999999727,51739.99999999996,-3960.000000000023,-59999.99999999999,0.0
2000-08-09,509.9999999999777,40939.99999999998,-14760.000000000007,-59999.99999999999,0.0
2000-08-10,-2250.0000000000273,31739.999999999964,-23960.000000000022,-59999.99999999999,0.0
2000-08-11,-1380.000000000019,34639.99999999999,-21059.999999999996,-59999.99999999999,0.0
2000-08-14,-2880.000000000019,29639.999999999993,-26059.999999999996,-59999.99999999999,0.0
2000-08-15,-2520.000000000027,30839.999999999967,-24860.000000000022,-59999.99999999999,0.0
2000-08-16,-2580.0000000000255,30639.99999999997,-25060.00000000002,-59999.99999999999,0.0
2000-08-17,-3630.000000000019,27139.999999999993,-28559.999999999996,-59999.99999999999,0.0
2000-08-18,-3690.000000000019,27039.999999999993,-28689.999999999996,-60029.99999999999,0.0
2000-08-21,-6660.000000000004,27039.999999999993,-27700.0,-61019.999999999985,0.0
2000-08-22,-1889.9999999999936,27039.999999999993,-29290.000000000004,-59429.999999999985,0.0
2000-08-23,-8459.999999999996,27039.999999999993,-27100.000000000004,-61619.999999999985,0.0
2000-08-24,-4230.000000000006,27039.999999999993,-28510.0,-60209.999999999985,0.0
2000-08-25,-5490.000000000011,27039.999999999993,-28090.0,-60629.999999999985,0.0
2000-08-28,-11880.000000000018,27039.999999999993,-25959.999999999996,-62759.999999999985,0.0
2000-08-29,-10889.99999999999,27039.999999999993,-26290.000000000004,-62429.99999999998,0.0
2000-08-30,-16200.000000000022,27039.999999999993,-24519.999999999993,-64199.999999999985,0.0
2000-08-31,-14310.000000000015,27039.999999999993,-25149.999999999996,-63569.999999999985,0.0
2000-09-01,-16200.000000000022,27039.999999999993,-24519.999999999993,-64199.999999999985,0.0
2000-09-05,-21239.999999999978,27039.999999999993,-22840.000000000007,-65879.99999999997,0.0
2000-09-06,-30239.999999999978,27039.999999999993,-19840.000000000007,-68879.99999999997,0.0
2000-09-07,-35280.0,27039.999999999993,-18160.0,-70559.99999999997,0.0
2000-09-08,-19350.000000000036,27039.999999999993,-23469.99999999999,-65249.999999999985,0.0
2000-09-11,-32400.0,27039.999999999993,-19120.0,-69599.99999999997,0.0
2000-09-12,-25200.000000000025,27039.999999999993,-21519.999999999993,-67199.99999999999,0.0
2000-09-13,-18540.000000000007,27039.999999999993,-23740.0,-64979.99999999998,0.0
2000-09-14,-21869.999999999985,27039.999999999993,-22630.000000000007,-66089.99999999997,0.0
2000-09-15,-36900.0,27039.999999999993,-17620.0,-71099.99999999997,0.0
2000-09-18,-36910.0,26959.999999999993,-17670.0,-71129.99999999997,0.0
2000-09-19,-32429.99999999998,31440.00000000001,-16549.999999999996,-71129.99999999997,0.0
2000-09-20,-33470.0,30399.99999999999,-16810.0,-71129.99999999997,0.0
2000-09-21,-25949.999999999964,37920.00000000003,-14929.99999999999,-71129.99999999997,0.0
2000-09-22,-16830.000000000015,47039.99999999998,-12650.000000000004,-71129.99999999997,0.0
2000-09-25,-10109.999999999987,53760.00000000001,-10969.999999999996,-71129.99999999997,0.0
2000-09-26,-9629.999999999998,54240.0,-10849.999999999998,-71129.99999999997,0.0
2000-09-27,-9789.999999999995,54080.0,-10889.999999999998,-71129.99999999997,0.0
2000-09-28,-1389.999999999989,62480.00000000001,-8789.999999999996,-71129.99999999997,0.0
2000-09-29,-4349.999999999997,59520.0,-9529.999999999998,-71129.99999999997,0.0
2000-10-02,-13549.999999999985,50320.000000000015,-11829.999999999996,-71129.99999999997,0.0
2000-10-03,-13470.000000000002,50400.0,-11810.0,-71129.99999999997,0.0
2000-10-04,-8589.999999999978,55280.00000000002,-10589.999999999995,-71129.99999999997,0.0
2000-10-05,-2989.9999999999836,60880.000000000015,-9189.999999999996,-71129.99999999997,0.0
2000-10-06,-5949.999999999992,57920.00000000001,-9929.999999999998,-71129.99999999997,0.0
2000-10-09,-13470.000000000002,50400.0,-11810.0,-71129.99999999997,0.0
2000-10-10,-23229.999999999993,40640.00000000001,-14249.999999999998,-71129.99999999997,0.0
2000-10-11,-24590.000000000007,39279.99999999999,-14590.000000000002,-71129.99999999997,0.0
2000-10-12,-44429.999999999985,19440.00000000002,-19549.999999999996,-71129.99999999997,0.0
2000-10-13,-31710.000000000015,32159.99999999999,-16370.000000000004,-71129.99999999997,0.0
2000-10-16,-17790.0,46080.00000000001,-12890.0,-71129.99999999997,0.0
2000-10-17,-18030.000000000007,45840.0,-12950.000000000002,-71129.99999999997,0.0
2000-10-18,-18110.000000000007,45730.0,-13060.000000000002,-71129.99999999997,0.0
2000-10-19,-18110.000000000007,44080.0,-18010.000000000007,-71129.99999999997,0.0
2000-10-20,-18110.000000000007,46840.00000000001,-9729.999999999993,-71129.99999999997,0.0
2000-10-23,-18110.000000000007,48970.00000000001,-3339.9999999999854,-71129.99999999997,0.0
2000-10-24,-18110.000000000007,47500.0,-7750.000000000004,-71129.99999999997,0.0
2000-10-25,-18110.000000000007,46569.99999999999,-10540.000000000024,-71129.99999999997,0.0
2000-10-26,-18110.000000000007,48310.00000000001,-5319.999999999975,-71129.99999999997,0.0
2000-10-27,-18110.000000000007,45040.0,-15130.000000000007,-71129.99999999997,0.0
2000-10-30,-18110.000000000007,44890.0,-15580.000000000015,-71129.99999999997,0.0
2000-10-31,-18110.000000000007,44650.00000000001,-16300.0,-71129.99999999997,0.0
2000-11-01,-18110.000000000007,45940.00000000001,-12430.000000000004,-71129.99999999997,0.0
2000-11-02,-18110.000000000007,43840.00000000001,-18729.999999999996,-71129.99999999997,0.0
2000-11-03,-18110.000000000007,44650.00000000001,-16300.0,-71129.99999999997,0.0
2000-11-06,-18110.000000000007,45070.00000000001,-15039.999999999995,-71129.99999999997,0.0
2000-11-07,-18110.000000000007,46870.0,-9640.000000000015,-71129.99999999997,0.0
2000-11-08,-18110.000000000007,46840.00000000001,-9729.999999999996,-71129.99999999997,0.0
2000-11-09,-18110.000000000007,48939.99999999999,-3430.0000000000346,-71129.99999999997,0.0
2000-11-10,-18110.000000000007,49180.00000000001,-2709.999999999986,-71129.99999999997,0.0
2000-11-13,-18110.000000000007,50680.00000000001,1790.000000000014,-71129.99999999997,0.0
2000-11-14,-18110.000000000007,51880.0,5390.000000000002,-71129.99999999997,0.0
2000-11-15,-18190.000000000007,51850.0,5300.000000000002,-71149.99999999997,-20.0
2000-11-16,-21310.00000000001,51850.0,5300.000000000002,-71929.99999999997,-800.0000000000011
2000-11-17,-16590.00000000004,51850.0,5300.000000000002,-70749.99999999997,379.9999999999916
2000-11-20,-16270.000000000047,51850.0,5300.000000000002,-70669.99999999997,459.9999999999899
2000-11-21,-16030.000000000038,51850.0,5300.000000000002,-70609.99999999997,519.9999999999922
2000-11-22,-14350.000000000031,51850.0,5300.000000000002,-70189.99999999997,939.9999999999939
2000-11-27,-15230.000000000025,51850.0,5300.000000000002,-70409.99999999997,719.999999999995
2000-11-28,-23870.00000000001,51850.0,5300.000000000002,-72569.99999999997,-1440.0000000000014
2000-11-29,-21630.0,51850.0,5300.000000000002,-72009.99999999997,-879.9999999999991
2000-11-30,-26509.999999999996,51850.0,5300.000000000002,-73229.99999999997,-2099.999999999998
2000-12-01,-40190.0,51850.0,5300.000000000002,-76649.99999999997,-5520.0
2000-12-04,-45790.00000000002,51850.0,5300.000000000002,-78049.99999999997,-6920.0000000000055
2000-12-05,-57310.0,51850.0,5300.000000000002,-80929.99999999997,-9800.0
2000-12-06,-55070.00000000002,51850.0,5300.000000000002,-80369.99999999997,-9240.000000000005
2000-12-07,-57470.0,51850.0,5300.000000000002,-80969.99999999997,-9840.0
2000-12-08,-64830.000000000015,51850.0,5300.000000000002,-82809.99999999997,-11680.000000000004
2000-12-11,-57230.00000000002,51850.0,5300.000000000002,-80909.99999999997,-9780.000000000005
2000-12-12,-56750.0,51850.0,5300.000000000002,-80789.99999999997,-9660.0
2000-12-13,-64590.0,51850.0,5300.000000000002,-82749.99999999997,-11620.0
2000-12-14,-72190.0,51850.0,5300.000000000002,-84649.99999999997,-13519.999999999998
2000-12-15,-72300.0,51850.0,5200.000000000002,-84699.99999999997,-13539.999999999998
2000-12-18,-74190.00000000001,51850.0,-1100.0000000000236,-86589.99999999999,-13539.999999999998
2000-12-19,-72210.00000000001,51850.0,5499.999999999978,-84609.99999999999,-13539.999999999998
2000-12-20,-66570.0,51850.0,24300.000000000004,-78969.99999999997,-13539.999999999998
2000-12-21,-67020.0,51850.0,22799.99999999998,-79419.99999999997,-13539.999999999998
2000-12-22,-67470.0,51850.0,21299.999999999996,-79869.99999999997,-13539.999999999998
2000-12-26,-68250.0,51850.0,18699.99999999998,-80649.99999999997,-13539.999999999998
2000-12-27,-67680.0,51850.0,20599.999999999993,-80079.99999999997,-13539.999999999998
2000-12-28,-66000.0,51850.0,26199.999999999978,-78399.99999999997,-13539.999999999998
2000-12-29,-68040.0,51850.0,19399.99999999998,-80439.99999999997,-13539.999999999998
2001-01-02,-69660.0,51850.0,13999.999999999989,-82059.99999999997,-13539.999999999998
2001-01-03,-71910.0,51850.0,6499.999999999989,-84309.99999999997,-13539.999999999998
2001-01-04,-72720.0,51850.0,3799.999999999993,-85119.99999999997,-13539.999999999998
2001-01-05,-71580.0,51850.0,7599.999999999984,-83979.99999999997,-13539.999999999998
2001-01-08,-69630.0,51850.0,14099.999999999969,-82029.99999999997,-13539.999999999998
2001-01-09,-70200.0,51850.0,12199.999999999993,-82599.99999999997,-13539.999999999998
2001-01-10,-74730.0,51850.0,-2900.0000000000236,-87129.99999999997,-13539.999999999998
2001-01-11,-74760.0,51850.0,-3000.0000000000036,-87159.99999999997,-13539.999999999998
2001-01-12,-76380.00000000001,51850.0,-8400.000000000031,-88779.99999999999,-13539.999999999998
2001-01-16,-75600.00000000001,51850.0,-5800.0000000000155,-87999.99999999999,-13539.999999999998
2001-01-17,-73500.00000000001,51850.0,1199.9999999999773,-85899.99999999999,-13539.999999999998
2001-01-18,-73570.00000000001,51820.0,1099.9999999999773,-85929.99999999999,-13569.999999999998
2001-01-19,-88670.0,47290.00000000001,1099.9999999999773,-85929.99999999999,-9040.000000000004
2001-01-22,-84770.0,48460.00000000001,1099.9999999999773,-85929.99999999999,-10210.000000000005
2001-01-23,-83670.0,48790.00000000001,1099.9999999999773,-85929.99999999999,-10540.000000000004
2001-01-24,-78870.0,50230.00000000001,1099.9999999999773,-85929.99999999999,-11980.000000000005
2001-01-25,-80070.00000000001,49870.00000000001,1099.9999999999773,-85929.99999999999,-11620.000000000002
2001-01-26,-83470.00000000001,48850.00000000001,1099.9999999999773,-85929.99999999999,-10600.000000000002
2001-01-29,-78270.00000000001,50410.00000000001,1099.9999999999773,-85929.99999999999,-12160.0
2001-01-30,-78270.00000000001,50410.00000000001,1099.9999999999773,-85929.99999999999,-12160.0
2001-01-31,-75370.00000000003,51280.00000000001,1099.9999999999773,-85929.99999999999,-13029.999999999998
2001-02-01,-86370.0,47980.000000000015,1099.9999999999773,-85929.99999999999,-9730.000000000004
2001-02-02,-99670.00000000001,43990.00000000001,1099.9999999999773,-85929.99999999999,-5739.999999999998
2001-02-05,-94470.00000000001,45550.00000000001,1099.9999999999773,-85929.99999999999,-7299.999999999996
2001-02-06,-93270.0,45910.00000000001,1099.9999999999773,-85929.99999999999,-7659.999999999999
2001-02-07,-105570.0,42220.00000000001,1099.9999999999773,-85929.99999999999,-3969.9999999999977
2001-02-08,-108869.99999999999,41230.000000000015,1099.9999999999773,-85929.99999999999,-2980.0000000000027
2001-02-09,-103169.99999999999,42940.000000000015,1099.9999999999773,-85929.99999999999,-4690.000000000004
2001-02-12,-97870.00000000001,44530.00000000001,1099.9999999999773,-85929.99999999999,-6279.999999999996
2001-02-13,-98070.00000000001,44470.00000000001,1099.9999999999773,-85929.99999999999,-6219.999999999997
2001-02-14,-91670.00000000001,46390.00000000001,1099.9999999999773,-85929.99999999999,-8139.999999999999
2001-02-15,-82870.00000000003,49030.00000000001,1099.9999999999773,-85929.99999999999,-10779.999999999996
2001-02-16,-83070.00000000003,49000.00000000001,1069.9999999999773,-85959.99999999999,-10839.999999999996
2001-02-20,-84970.00000000004,49000.00000000001,1639.9999999999811,-85389.99999999999,-10269.999999999993
2001-02-21,-88470.00000000006,49000.00000000001,2689.9999999999854,-84339.99999999999,-9219.999999999989
2001-02-22,-85070.00000000006,49000.00000000001,1669.999999999986,-85359.99999999999,-10239.999999999989
2001-02-23,-82070.00000000006,49000.00000000001,769.9999999999837,-86259.99999999999,-11139.99999999999
2001-02-26,-87270.00000000006,49000.00000000001,2329.9999999999823,-84699.99999999999,-9579.999999999993
2001-02-27,-88470.00000000007,49000.00000000001,2689.9999999999854,-84339.99999999999,-9219.999999999989
2001-02-28,-94770.00000000006,49000.00000000001,4579.999999999983,-82449.99999999999,-7329.999999999992
2001-03-01,-92970.00000000006,49000.00000000001,4039.9999999999836,-82989.99999999999,-7869.999999999991
2001-03-02,-90670.00000000006,49000.00000000001,3349.9999999999823,-83679.99999999999,-8559.999999999993
2001-03-05,-83870.00000000006,49000.00000000001,1309.9999999999832,-85719.99999999999,-10599.999999999993
2001-03-06,-86070.00000000004,49000.00000000001,1969.9999999999798,-85059.99999999999,-9939.999999999996
2001-03-07,-78170.00000000006,49000.00000000001,-400.0000000000175,-87429.99999999999,-12309.999999999993
2001-03-08,-83570.00000000004,49000.00000000001,1219.99999999998,-85809.99999999999,-10689.999999999995
2001-03-09,-86970.00000000004,49000.00000000001,2239.9999999999795,-84789.99999999999,-9669.999999999995
2001-03-12,-87170.00000000004,49000.00000000001,2299.999999999978,-84729.99999999999,-9609.999999999996
2001-03-13,-91470.00000000007,49000.00000000001,3589.999999999988,-83439.99999999997,-8319.999999999987
2001-03-14,-103570.00000000004,49000.00000000001,7219.99999999998,-79809.99999999999,-4689.999999999995
2001-03-15,-101570.00000000004,49000.00000000001,6619.999999999982,-80409.99999999999,-5289.999999999994
2001-03-16,-101580.00000000004,48970.00000000001,6589.999999999982,-80489.99999999999,-5369.999999999994
2001-03-19,-105870.00000000001,47800.000000000015,6589.999999999982,-76200.00000000001,-1080.0000000000264
2001-03-20,-109830.00000000004,46720.00000000001,6589.999999999982,-72239.99999999999,2880.0000000000064
2001-03-21,-103010.00000000003,48580.00000000001,6589.999999999982,-79060.0,-3940.0000000000045
2001-03-22,-104660.00000000001,48130.000000000015,6589.999999999982,-77410.00000000001,-2290.00000000002
2001-03-23,-97290.00000000003,50140.00000000001,6589.999999999982,-84780.0,-9660.0
2001-03-26,-95640.0,50590.000000000015,6589.999999999982,-86430.00000000003,-11310.000000000024
2001-03-27,-92230.00000000001,51520.00000000001,6589.999999999982,-89840.00000000001,-14720.00000000001
2001-03-28,-107080.00000000003,47470.0,6589.999999999982,-74990.0,130.00000000000728
2001-03-29,-107190.0,47440.00000000001,6589.999999999982,-74880.00000000003,239.9999999999854
2001-03-30,-106200.0,47710.00000000001,6589.999999999982,-75870.00000000003,-750.000000000013
2001-04-02,-113899.99999999999,45610.00000000001,6589.999999999982,-68170.00000000004,6949.999999999979
2001-04-03,-108179.99999999999,47170.00000000001,6589.999999999982,-73890.00000000004,1229.9999999999836
2001-04-04,-98500.0,49810.00000000001,6589.999999999982,-83570.00000000003,-8450.000000000005
2001-04-05,-96080.00000000001,50470.00000000001,6589.999999999982,-85990.00000000001,-10869.999999999993
2001-04-06,-97290.00000000001,50140.00000000001,6589.999999999982,-84780.00000000001,-9660.0
2001-04-09,-94980.0,50770.00000000001,6589.999999999982,-87090.00000000003,-11970.00000000001
2001-04-10,-82990.0,54040.00000000001,6589.999999999982,-99080.00000000003,-23960.000000000007
2001-04-11,-85080.00000000001,53470.0,6589.999999999982,-96990.00000000001,-21869.999999999993
2001-04-12,-83980.0,53770.00000000001,6589.999999999982,-98090.00000000003,-22970.000000000007
2001-04-16,-77379.99999999999,55570.000000000015,6589.999999999982,-104690.00000000004,-29570.000000000022
2001-04-17,-81450.0,54460.000000000015,6589.999999999982,-100620.00000000003,-25500.00000000001
2001-04-18,-81460.0,54460.000000000015,6589.999999999982,-100700.00000000003,-25510.00000000001
2001-04-19,-84860.0,53440.000000000015,6589.999999999982,-99680.00000000003,-22110.00000000001
2001-04-20,-90960.0,51610.000000000015,6589.999999999982,-97850.00000000003,-16010.000000000016
2001-04-23,-90560.00000000001,51730.000000000015,6589.999999999982,-97970.00000000003,-16410.000000000007
2001-04-24,-95960.0,50110.000000000015,6589.999999999982,-96350.00000000003,-11010.000000000015
2001-04-25,-91460.0,51460.000000000015,6589.999999999982,-97700.00000000003,-15510.000000000007
2001-04-26,-82459.99999999997,54160.00000000002,6589.999999999982,-100400.00000000003,-24510.00000000003
2001-04-27,-82559.99999999999,54130.000000000015,6589.999999999982,-100370.00000000003,-24410.000000000015
2001-04-30,-80759.99999999999,54670.000000000015,6589.999999999982,-100910.00000000003,-26210.00000000001
2001-05-01,-76060.0,56080.000000000015,6589.999999999982,-102320.00000000003,-30910.0
2001-05-02,-85459.99999999997,53260.00000000002,6589.999999999982,-99500.00000000003,-21510.000000000022
2001-05-03,-79459.99999999999,55060.000000000015,6589.999999999982,-101300.00000000003,-27510.0
2001-05-04,-79759.99999999996,54970.00000000002,6589.999999999982,-101210.00000000003,-27210.000000000025
2001-05-07,-83959.99999999997,53710.000000000015,6589.999999999982,-99950.00000000003,-23010.000000000007
2001-05-08,-85659.99999999996,53200.00000000002,6589.999999999982,-99440.00000000003,-21310.000000000025
2001-05-09,-79959.99999999996,54910.00000000002,6589.999999999982,-101150.00000000003,-27010.00000000003
2001-05-10,-78359.99999999996,55390.00000000002,6589.999999999982,-101630.00000000003,-28610.00000000003
2001-05-11,-78559.99999999999,55330.000000000015,6589.999999999982,-101570.00000000001,-28409.999999999996
2001-05-14,-78059.99999999999,55480.000000000015,6589.999999999982,-101720.00000000001,-28910.000000000004
2001-05-15,-75859.99999999996,56140.00000000002,6589.999999999982,-102380.00000000003,-31110.00000000003
2001-05-16,-77759.99999999997,55570.000000000015,6589.999999999982,-101810.00000000003,-29210.000000000015
2001-05-17,-77259.99999999997,55720.000000000015,6589.999999999982,-101960.00000000003,-29710.000000000022
2001-05-18,-77269.99999999997,55660.000000000015,6399.999999999982,-102080.00000000003,-29810.000000000022
2001-05-21,-77629.99999999996,55300.00000000002,5639.999999999998,-102440.00000000001,-29810.000000000022
2001-05-22,-79789.99999999997,53140.00000000001,1079.99999999996,-104600.00000000003,-29810.000000000022
2001-05-23,-83029.99999999997,49900.000000000015,-5760.000000000029,-107840.00000000003,-29810.000000000022
2001-05-24,-92929.99999999996,40000.00000000004,-26659.99999999999,-117740.00000000001,-29810.000000000022
2001-05-25,-93199.99999999997,39730.00000000003,-27230.00000000001,-118010.00000000003,-29810.000000000022
2001-05-29,-90949.99999999997,41980.00000000003,-22480.00000000001,-115760.00000000003,-29810.000000000022
2001-05-30,-92119.99999999996,40810.00000000004,-24949.999999999993,-116930.00000000001,-29810.000000000022
2001-05-31,-93649.99999999997,39280.00000000002,-28180.000000000025,-118460.00000000003,-29810.000000000022
2001-06-01,-96799.99999999996,36130.000000000044,-34829.999999999985,-121610.00000000001,-29810.000000000022
2001-06-04,-94639.99999999997,38290.00000000003,-30270.000000000015,-119450.00000000003,-29810.000000000022
2001-06-05,-93109.99999999999,39820.000000000015,-27040.00000000005,-117920.00000000004,-29810.000000000022
2001-06-06,-97519.99999999997,35410.00000000003,-36350.00000000002,-122330.00000000003,-29810.000000000022
2001-06-07,-97069.99999999997,35860.00000000004,-35400.00000000001,-121880.00000000003,-29810.000000000022
2001-06-08,-92659.99999999999,40270.00000000002,-26090.000000000036,-117470.00000000004,-29810.000000000022
2001-06-11,-87619.99999999997,45310.000000000044,-15449.999999999993,-112430.00000000003,-29810.000000000022
2001-06-12,-85819.99999999997,47110.00000000004,-11650.000000000007,-110630.00000000003,-29810.000000000022
2001-06-13,-87889.99999999997,45040.00000000003,-16020.000000000015,-112700.00000000003,-29810.000000000022
2001-06-14,-87529.99999999999,45400.00000000002,-15260.000000000031,-112340.00000000004,-29810.000000000022
2001-06-15,-92749.99999999997,40180.00000000004,-26280.0,-117560.00000000003,-29810.000000000022
2001-06-18,-92759.99999999997,40170.00000000004,-26370.0,-117570.00000000003,-29810.000000000022
2001-06-19,-93059.99999999999,39870.00000000002,-26670.00000000001,-117870.00000000004,-29810.000000000022
2001-06-20,-103860.0,29070.000000000004,-37470.00000000003,-128670.00000000006,-29810.000000000022
2001-06-21,-104060.0,28870.000000000007,-37670.00000000002,-128870.00000000006,-29810.000000000022
2001-06-22,-101659.99999999999,31270.00000000003,-35270.0,-126470.00000000004,-29810.000000000022
2001-06-25,-97860.0,35070.00000000002,-31470.00000000001,-122670.00000000006,-29810.000000000022
2001-06-26,-100059.99999999999,32870.00000000004,-33670.0,-124870.00000000004,-29810.000000000022
2001-06-27,-112460.0,20470.000000000015,-46070.00000000002,-137270.00000000006,-29810.000000000022
2001-06-28,-113560.0,19370.000000000022,-47170.000000000015,-138370.00000000006,-29810.000000000022
2001-06-29,-108760.0,24170.000000000025,-42370.00000000001,-133570.00000000006,-29810.000000000022
2001-07-02,-111360.00000000001,21570.00000000001,-44970.00000000002,-136170.0000000001,-29810.000000000022
2001-07-03,-108960.0,23970.00000000003,-42570.0,-133770.00000000006,-29810.000000000022
2001-07-05,-103160.00000000001,29770.00000000001,-36770.000000000015,-127970.00000000007,-29810.000000000022
2001-07-06,-92759.99999999999,40170.00000000004,-26369.999999999985,-117570.00000000004,-29810.000000000022
2001-07-09,-97759.99999999999,35170.00000000004,-31369.999999999985,-122570.00000000004,-29810.000000000022
2001-07-10,-98860.00000000001,34070.00000000001,-32470.000000000015,-123670.00000000007,-29810.000000000022
2001-07-11,-102759.99999999999,30170.000000000036,-36369.999999999985,-127570.00000000004,-29810.000000000022
2001-07-12,-105160.0,27770.000000000015,-38770.00000000001,-129970.00000000006,-29810.000000000022
2001-07-13,-108259.99999999999,24670.00000000003,-41869.99999999999,-133070.00000000006,-29810.000000000022
